Rating Agency;Corporation;Rating;Rating Date;CIK;Binary Rating;SIC Code;Sector;Ticker;Current Ratio;Long-term Debt / Capital;Debt/Equity Ratio;Gross Margin;Operating Margin;EBIT Margin;EBITDA Margin;Pre-Tax Profit Margin;Net Profit Margin;Asset Turnover;ROE - Return On Equity;Return On Tangible Equity;ROA - Return On Assets;ROI - Return On Investment;Operating Cash Flow Per Share;Free Cash Flow Per Share;
Moody's Investors Service;Motorola Solutions, Inc.;BBB;15-06-2012;68505;1;3663.0;BusEq;MSI;22.983;0.1765;0.2911;505.425;104.596;104.596;149.214;89.967;141.168;0.5889;140.501;192.668;53.198;115.709;0.1213;0.0794;
Standard & Poor's Ratings Services;Mueller Water Products Inc.;B+;16-07-2012;1350593;0;3490.0;Manuf;MWA;30.739;0.6412;17.897;257.205;54.634;54.634;12.005;-13.373;-39.498;0.6496;-26.385;44.763;-0.6734;-0.9466;-0.299;-0.6558;
Standard & Poor's Ratings Services;Mueller Water Products Inc.;CCC+;10-12-2012;1350593;0;3490.0;Manuf;MWA;29.091;0.7289;26.938;264.772;62.604;62.604;121.789;0.2637;-10.587;0.8251;-22.491;14.887;-0.4191;-0.6097;0.1552;0.0982;
Standard & Poor's Ratings Services;Mueller Water Products Inc.;CCC+;14-12-2012;1350593;0;3490.0;Manuf;MWA;29.091;0.7289;26.938;264.772;62.604;62.604;121.789;0.2637;-10.587;0.8251;-22.491;14.887;-0.4191;-0.6097;0.1552;0.0982;
Moody's Investors Service;Mueller Water Products, Inc.;B;15-06-2012;1350593;0;3490.0;Manuf;MWA;30.739;0.6412;17.897;257.205;54.634;54.634;12.005;-13.373;-39.498;0.6496;-26.385;44.763;-0.6734;-0.9466;-0.299;-0.6558;
DBRS;Murphy Oil Company Ltd.;A-;26-11-2012;717423;1;1311.0;Enrgy;MUR;12.115;0.1028;0.1146;233.819;69.373;69.373;130.048;66.163;39.832;14.077;91.356;91.836;52.629;81.966;65.089;46.595;
Moody's Investors Service;Murphy Oil Corporation;BBB-;15-06-2012;717423;1;1311.0;Enrgy;MUR;12.115;0.1028;0.1146;233.819;69.373;69.373;130.048;66.163;39.832;14.077;91.356;91.836;52.629;81.966;65.089;46.595;
Moody's Investors Service;Murphy Oil Corporation;BBB-;27-11-2012;717423;1;1311.0;Enrgy;MUR;12.115;0.1028;0.1146;233.819;69.373;69.373;130.048;66.163;39.832;14.077;91.356;91.836;52.629;81.966;65.089;46.595;
Standard & Poor's Ratings Services;NCR Corp.;BB;11-09-2012;70866;0;7370.0;BusEq;NCR;1.75;0.0108;0.012;210.147;31.628;31.628;55.827;28.869;28.444;10.803;16.048;187.023;33.708;158.747;0.1068;0.579;
Standard & Poor's Ratings Services;NCR Corp.;BB;04-12-2012;70866;0;7370.0;BusEq;NCR;1.75;0.0108;0.012;210.147;31.628;31.628;55.827;28.869;28.444;10.803;16.048;187.023;33.708;158.747;0.1068;0.579;
Moody's Investors Service;NCR Corporation;BB;07-09-2012;70866;0;7370.0;BusEq;NCR;1.75;0.0108;0.012;210.147;31.628;31.628;55.827;28.869;28.444;10.803;16.048;187.023;33.708;158.747;0.1068;0.579;
Standard & Poor's Ratings Services;NIKE Inc.;AA;24-02-2012;320187;1;3021.0;Manuf;NKE;28.542;0.0273;0.0674;457.424;141.224;141.224;15.902;142.268;10.603;13.413;220.664;237.351;144.819;214.646;-0.6687;-0.7261;
Standard & Poor's Ratings Services;NRG Energy Inc.;BB-;23-07-2012;1013871;0;4911.0;Utils;NRG;13.221;0.5517;12.417;257.077;69.942;69.942;197.929;-71.153;20.707;0.3375;25.688;42.705;0.7323;11.153;-15.516;-84.973;
Standard & Poor's Ratings Services;NRG Energy Inc.;BB-;11-09-2012;1013871;0;4911.0;Utils;NRG;13.221;0.5517;12.417;257.077;69.942;69.942;197.929;-71.153;20.707;0.3375;25.688;42.705;0.7323;11.153;-15.516;-84.973;
Standard & Poor's Ratings Services;NRG Energy Inc.;BB-;19-12-2012;1013871;0;4911.0;Utils;NRG;13.221;0.5517;12.417;257.077;69.942;69.942;197.929;-71.153;20.707;0.3375;25.688;42.705;0.7323;11.153;-15.516;-84.973;
Fitch Ratings;NRG Energy, Inc.;B-;15-06-2012;1013871;0;4911.0;Utils;NRG;13.221;0.5517;12.417;257.077;69.942;69.942;197.929;-71.153;20.707;0.3375;25.688;42.705;0.7323;11.153;-15.516;-84.973;
Moody's Investors Service;NRG Energy, Inc.;B+;10-09-2012;1013871;0;4911.0;Utils;NRG;13.221;0.5517;12.417;257.077;69.942;69.942;197.929;-71.153;20.707;0.3375;25.688;42.705;0.7323;11.153;-15.516;-84.973;
Moody's Investors Service;Nabors Industries Inc.;BBB;15-06-2012;1163739;1;1381.0;Enrgy;NBR;12.128;0.3645;0.8316;425.027;70.316;135.636;344.287;70.316;22.681;0.3585;4.789;52.773;2.197;30.435;-913.302;-608.999;
Fitch Ratings;Nabors Industries, Inc.;BBB;10-08-2012;1163739;1;1381.0;Enrgy;NBR;12.128;0.3645;0.8316;425.027;70.316;135.636;344.287;70.316;22.681;0.3585;4.789;52.773;2.197;30.435;-913.302;-608.999;
Standard & Poor's Ratings Services;National Fuel Gas Co.;A;07-02-2012;70145;1;4924.0;Utils;NFG;0.7593;0.3221;0.5756;64.655;248.005;248.005;37.535;237.673;145.264;0.3407;136.584;136.981;49.492;92.588;24.077;-16.645;
Standard & Poor's Ratings Services;National Fuel Gas Co.;BBB;12-06-2012;70145;1;4924.0;Utils;NFG;0.7593;0.3221;0.5756;64.655;248.005;248.005;37.535;237.673;145.264;0.3407;136.584;136.981;49.492;92.588;24.077;-16.645;
Fitch Ratings;National Fuel Gas Co.;BBB+;15-06-2012;70145;1;4924.0;Utils;NFG;0.7593;0.3221;0.5756;64.655;248.005;248.005;37.535;237.673;145.264;0.3407;136.584;136.981;49.492;92.588;24.077;-16.645;
Standard & Poor's Ratings Services;National Grid Gas PLC;A-;24-09-2012;1004315;1;4911.0;Utils;NGG;0.9412;0.6895;24.903;756.001;255.856;255.856;34.854;185.006;147.339;0.2922;196.082;46.202;38.301;60.881;-22.136;-22.657;
Standard & Poor's Ratings Services;National Grid North America Inc.;A;14-02-2012;1004315;1;4911.0;Utils;NGG;0.9263;0.6906;25.579;261.103;261.103;261.103;347.905;182.946;150.805;0.3091;194.976;466.306;38.109;60.318;-33.116;-0.3809;
Standard & Poor's Ratings Services;National Grid PLC;BBB+;18-06-2012;1004315;1;4911.0;Utils;NGG;0.9412;0.6895;24.903;756.001;255.856;255.856;34.854;185.006;147.339;0.2922;196.082;46.202;38.301;60.881;-22.136;-22.657;
Standard & Poor's Ratings Services;NetApp Inc.;BBB+;04-12-2012;1002047;1;3572.0;BusEq;NTAP;19.395;0.0144;0.2946;595.745;119.762;119.762;175.271;114.291;97.125;0.6539;141.001;192.044;6.351;138.974;0.3863;-0.1074;
Moody's Investors Service;NetApp, Inc.;BBB+;05-12-2012;1002047;1;3572.0;BusEq;NTAP;19.395;0.0144;0.2946;595.745;119.762;119.762;175.271;114.291;97.125;0.6539;141.001;192.044;6.351;138.974;0.3863;-0.1074;
Moody's Investors Service;Netflix, Inc.;BB;15-06-2012;1065280;0;7841.0;Other;NFLX;14.945;0.3836;0.6223;363.441;117.353;117.353;37.936;11.219;70.563;10.441;351.777;351.777;73.676;216.843;0.1077;0.0662;
Moody's Investors Service;Netflix, Inc.;BB-;11-12-2012;1065280;0;7841.0;Other;NFLX;14.945;0.3836;0.6223;363.441;117.353;117.353;37.936;11.219;70.563;10.441;351.777;351.777;73.676;216.843;0.1077;0.0662;
Standard & Poor's Ratings Services;New York Times Co. (The);B+;27-07-2012;71691;0;2711.0;NoDur;NYT;16.996;0.6001;15.005;805.421;73.361;73.361;134.425;44.635;54.376;0.6028;8.296;-3.486.165;16.767;33.178;-0.6845;-0.7221;
Standard & Poor's Ratings Services;New York Times Co. (The);BB-;11-12-2012;71691;0;2711.0;NoDur;NYT;16.996;0.6001;15.005;805.421;73.361;73.361;134.425;44.635;54.376;0.6028;8.296;-3.486.165;16.767;33.178;-0.6845;-0.7221;
Moody's Investors Service;New York Times Company (The);B+;15-06-2012;71691;0;2711.0;NoDur;NYT;16.996;0.6001;15.005;805.421;73.361;73.361;134.425;44.635;54.376;0.6028;8.296;-3.486.165;16.767;33.178;-0.6845;-0.7221;
Fitch Ratings;NewMarket Corporation;BBB-;14-12-2012;1282637;1;2860.0;Chems;NEU;31.466;0.2974;0.4462;258.161;155.998;155.998;176.273;140.938;9.677;17.942;373.835;401.639;172.412;262.668;22.647;0.847;
Standard & Poor's Ratings Services;Newell Brands Inc.;BBB-;21-03-2012;814453;1;3990.0;Durbl;NWL;12.933;0.4941;1.175;381.207;56.788;56.788;86.108;37.829;22.715;0.8946;101.047;-158.711;30.385;51.121;-0.0127;-0.1314;
Standard & Poor's Ratings Services;Newell Brands Inc.;BBB-;07-06-2012;814453;1;3990.0;Durbl;NWL;12.933;0.4941;1.175;381.207;56.788;56.788;86.108;37.829;22.715;0.8946;101.047;-158.711;30.385;51.121;-0.0127;-0.1314;
Standard & Poor's Ratings Services;NextEra Energy Inc.;BBB;27-03-2012;753308;1;4911.0;Utils;NEE;0.7616;0.5547;14.399;592.479;210.681;210.681;346.021;162.499;127.767;0.289;13.533;13.533;36.929;60.264;-0.4193;-0.2706;
Standard & Poor's Ratings Services;NextEra Energy Inc.;BBB+;14-09-2012;753308;1;4911.0;Utils;NEE;0.7616;0.5547;14.399;592.479;210.681;210.681;346.021;162.499;127.767;0.289;13.533;13.533;36.929;60.264;-0.4193;-0.2706;
Moody's Investors Service;NextEra Energy, Inc.;BBB;15-06-2012;753308;1;4911.0;Utils;NEE;0.7616;0.5547;14.399;592.479;210.681;210.681;346.021;162.499;127.767;0.289;13.533;13.533;36.929;60.264;-0.4193;-0.2706;
Moody's Investors Service;NextEra Energy, Inc.;BBB-;15-08-2012;753308;1;4911.0;Utils;NEE;0.7616;0.5547;14.399;592.479;210.681;210.681;346.021;162.499;127.767;0.289;13.533;13.533;36.929;60.264;-0.4193;-0.2706;
Fitch Ratings;Nielsen Holdings plc;B+;15-06-2012;1492633;0;8700.0;Other;NLSN;0.984;0.5878;14.572;589.339;136.261;136.261;235.548;12.012;15.766;0.3673;13.144;-0.8622;0.4206;0.5417;-0.1487;-0.0073;
Fitch Ratings;Nokia Corporation;BB+;15-06-2012;924613;0;3663.0;BusEq;NOK;15.476;0.2277;0.367;30.196;46.224;46.224;46.224;42.077;3.164;10.849;162.063;34.829;59.584;125.154;0.4903;0.4266;
Fitch Ratings;Nokia Corporation;BB-;20-07-2012;924613;0;3663.0;BusEq;NOK;15.476;0.2277;0.367;30.196;46.224;46.224;46.224;42.077;3.164;10.849;162.063;34.829;59.584;125.154;0.4903;0.4266;
Moody's Investors Service;Nordstrom, Inc.;BBB+;15-06-2012;72333;1;5651.0;Shops;JWN;21.592;0.6162;18.645;393.002;115.009;115.009;144.936;103.039;62.891;1.279;349.182;383.492;80.438;13.4;0.119;-0.4358;
Standard & Poor's Ratings Services;Norfolk Southern Corp.;BBB+;12-03-2012;702165;1;4011.0;Other;NSC;10.294;0.4271;0.7608;630.952;287.594;287.594;365.378;261.189;170.695;0.3915;193.321;193.321;67.139;110.745;18.863;-0.3304;
Standard & Poor's Ratings Services;Norfolk Southern Corp.;BBB+;03-08-2012;702165;1;4011.0;Other;NSC;10.294;0.4271;0.7608;630.952;287.594;287.594;365.378;261.189;170.695;0.3915;193.321;193.321;67.139;110.745;18.863;-0.3304;
Standard & Poor's Ratings Services;Norfolk Southern Corp.;BBB+;28-09-2012;702165;1;4011.0;Other;NSC;10.294;0.4271;0.7608;630.952;287.594;287.594;365.378;261.189;170.695;0.3915;193.321;193.321;67.139;110.745;18.863;-0.3304;
Moody's Investors Service;Norfolk Southern Corporation;BBB+;15-06-2012;702165;1;4011.0;Other;NSC;10.294;0.4271;0.7608;630.952;287.594;287.594;365.378;261.189;170.695;0.3915;193.321;193.321;67.139;110.745;18.863;-0.3304;
Moody's Investors Service;Northrop Grumman Corporation;BBB;15-06-2012;1133421;1;3812.0;BusEq;NOC;12.626;0.2757;0.3807;213.009;124.035;124.035;144.631;116.727;80.191;10.394;201.819;-1.023.553;8.209;146.171;-0.6361;-0.4404;
Standard & Poor's Ratings Services;Northwest Natural Gas Co.;A-;04-06-2012;73020;1;4924.0;Utils;NWN;0.8413;0.4732;11.523;446.283;174.922;174.922;259.462;127.853;76.135;0.3015;88.237;88.237;22.954;46.486;39.852;95.484;
Moody's Investors Service;Northwest Natural Gas Company;A+;15-06-2012;73020;1;4924.0;Utils;NWN;0.8413;0.4732;11.523;446.283;174.922;174.922;259.462;127.853;76.135;0.3015;88.237;88.237;22.954;46.486;39.852;95.484;
Fitch Ratings;Novartis AG;AA;15-06-2012;1114448;1;2834.0;Hlth;NVS;10.404;0.1736;0.3068;680.286;181.558;181.558;282.274;177.768;150.568;0.5053;13.758;2.252.234;77.211;113.691;-0.1834;-0.3426;
Moody's Investors Service;Novo Nordisk A/S;AA;15-06-2012;353278;1;2834.0;Hlth;NVO;19.053;0.0132;0.0228;810.253;337.233;337.233;337.233;330.465;257.694;10.255;432.939;450.866;250.591;427.212;0.2028;0.2074;
Moody's Investors Service;Novo Nordisk A/S;A+;05-12-2012;353278;1;2834.0;Hlth;NVO;19.053;0.0132;0.0228;810.253;337.233;337.233;337.233;330.465;257.694;10.255;432.939;450.866;250.591;427.212;0.2028;0.2074;
Standard & Poor's Ratings Services;Nucor Corp.;A;06-12-2012;73309;1;3312.0;Manuf;NUE;38.959;0.3686;0.5857;49.464;28.545;28.545;65.315;16.858;0.8348;11.381;28.145;44.483;1.482;1.777;-0.9873;-0.7745;
Moody's Investors Service;Nucor Corporation;A;15-06-2012;73309;1;3312.0;Manuf;NUE;38.959;0.3686;0.5857;49.464;28.545;28.545;65.315;16.858;0.8348;11.381;28.145;44.483;1.482;1.777;-0.9873;-0.7745;
Moody's Investors Service;Nucor Corporation;A-;22-10-2012;73309;1;3312.0;Manuf;NUE;38.959;0.3686;0.5857;49.464;28.545;28.545;65.315;16.858;0.8348;11.381;28.145;44.483;1.482;1.777;-0.9873;-0.7745;
Moody's Investors Service;O'Reilly Automotive Inc;BBB-;15-06-2012;898173;1;5531.0;Shops;ORLY;18.725;0.1002;0.1118;485.591;132.056;132.056;163.421;12.772;77.697;10.693;130.659;170.082;8.308;117.572;28.874;3.306;
Moody's Investors Service;O'Reilly Automotive Inc;BBB-;16-08-2012;898173;1;5531.0;Shops;ORLY;18.725;0.1002;0.1118;485.591;132.056;132.056;163.421;12.772;77.697;10.693;130.659;170.082;8.308;117.572;28.874;3.306;
Standard & Poor's Ratings Services;O'Reilly Automotive Inc.;BBB;18-01-2012;898173;1;5531.0;Shops;ORLY;18.725;0.1002;0.1118;485.591;132.056;132.056;163.421;12.772;77.697;10.693;130.659;170.082;8.308;117.572;28.874;3.306;
Moody's Investors Service;OGE Energy Corp.;BBB+;15-06-2012;1021635;1;4931.0;Utils;OGE;0.6537;0.4926;10.691;418.295;165.147;165.147;243.724;13.389;87.566;0.4397;128.968;137.576;40.826;65.438;0.245;-25.465;
Fitch Ratings;OGE Energy Corp.;BBB+;20-06-2012;1021635;1;4931.0;Utils;OGE;0.6537;0.4926;10.691;418.295;165.147;165.147;243.724;13.389;87.566;0.4397;128.968;137.576;40.826;65.438;0.245;-25.465;
Moody's Investors Service;OGE Energy Corp.;BBB+;06-07-2012;1021635;1;4931.0;Utils;OGE;0.6537;0.4926;10.691;418.295;165.147;165.147;243.724;13.389;87.566;0.4397;128.968;137.576;40.826;65.438;0.245;-25.465;
Moody's Investors Service;ONEOK, Inc.;BBB;15-06-2012;1039684;1;4923.0;Utils;OKE;0.7143;0.5438;15.096;160.772;78.274;78.274;99.367;66.431;24.355;1.081;19.936;271.939;55.307;90.946;24.535;-30.557;
Moody's Investors Service;OSI Restaurant Partners, LLC;CCC-;15-06-2012;874691;0;5812.0;Shops;OSI;25.176;0.0071;0.0072;364.679;72.795;72.795;101.036;71.232;5.094;11.217;86.856;119.024;5.714;86.238;-0.7825;-0.4861;
Moody's Investors Service;OSI Restaurant Partners, LLC;B+;10-10-2012;874691;0;5812.0;Shops;OSI;30.073;0.0057;0.0062;338.771;83.154;83.154;108.626;78.164;57.438;10.575;104.921;144.952;60.739;104.328;38.769;11.931;
Moody's Investors Service;Oasis Petroleum Inc.;CCC+;15-06-2012;1486159;0;1311.0;Enrgy;OAS;34.156;0.5578;12.614;798.524;461.734;461.734;693.383;381.872;240.269;0.1913;125.174;125.174;4.596;55.353;1.369;-18.591;
Moody's Investors Service;Oasis Petroleum Inc.;B-;27-06-2012;1486159;0;1311.0;Enrgy;OAS;34.156;0.5578;12.614;798.524;461.734;461.734;693.383;381.872;240.269;0.1913;125.174;125.174;4.596;55.353;1.369;-18.591;
Fitch Ratings;Occidental Petroleum Corp.;A;15-06-2012;797468;1;1311.0;Enrgy;OXY;14.524;0.135;0.1561;691.508;436.902;45.687;606.876;436.902;282.384;0.3987;176.502;176.502;110.586;152.675;33.529;-10.539;
Moody's Investors Service;Occidental Petroleum Corporation;A+;19-06-2012;797468;1;1311.0;Enrgy;OXY;14.524;0.135;0.1561;691.508;436.902;45.687;606.876;436.902;282.384;0.3987;176.502;176.502;110.586;152.675;33.529;-10.539;
Moody's Investors Service;Oil States International, Inc.;BB-;15-06-2012;1121484;0;3533.0;Manuf;OIS;19.849;0.31;0.5604;222.924;105.963;105.963;161.169;99.764;6.966;0.7997;103.506;16.623;55.904;71.423;-46.459;-5.629;
Moody's Investors Service;Oil States International, Inc.;BB-;18-12-2012;1121484;0;3533.0;Manuf;OIS;19.849;0.31;0.5604;222.924;105.963;105.963;161.169;99.764;6.966;0.7997;103.506;16.623;55.904;71.423;-46.459;-5.629;
Moody's Investors Service;Olin Corporation;BB+;15-06-2012;74303;0;2810.0;Chems;OLN;22.578;0.335;0.5974;148.811;44.076;44.076;98.871;4.849;4.086;0.7741;78.044;122.264;3.163;51.902;-11.112;-0.4874;
Moody's Investors Service;Olin Corporation;BB+;09-08-2012;74303;0;2810.0;Chems;OLN;22.578;0.335;0.5974;148.811;44.076;44.076;98.871;4.849;4.086;0.7741;78.044;122.264;3.163;51.902;-11.112;-0.4874;
Standard & Poor's Ratings Services;Omnicom Group Inc.;BBB+;27-04-2012;29989;1;7311.0;Other;OMC;0.8929;0.4444;0.8023;259.189;120.461;120.461;140.191;11.166;67.897;0.6765;266.446;-214.443;51.713;148.045;-0.26;-0.4084;
Standard & Poor's Ratings Services;Omnicom Group Inc.;BBB+;19-07-2012;29989;1;7311.0;Other;OMC;0.8929;0.4444;0.8023;259.189;120.461;120.461;140.191;11.166;67.897;0.6765;266.446;-214.443;51.713;148.045;-0.26;-0.4084;
Moody's Investors Service;Omnicom Group, Inc.;BBB+;15-06-2012;29989;1;7311.0;Other;OMC;0.8929;0.4444;0.8023;259.189;120.461;120.461;140.191;11.166;67.897;0.6765;266.446;-214.443;51.713;148.045;-0.26;-0.4084;
Moody's Investors Service;Open Text Corp.;BB+;15-06-2012;1002638;0;7370.0;BusEq;OTEX;12.402;0.2134;0.2863;669.971;145.751;145.751;280.279;131.747;119.232;0.5347;118.528;-892.575;63.758;93.231;0.1729;0.0996;
Standard & Poor's Ratings Services;Open Text Corporation;BBB;31-07-2012;1002638;1;7370.0;BusEq;OTEX;16.587;0.32;0.5057;653.808;123.696;123.696;266.778;113.746;103.666;0.494;106.134;-721.859;51.211;72.172;0.1764;0.2239;
Standard & Poor's Ratings Services;Open Text Corporation;BBB;08-11-2012;1002638;1;7370.0;BusEq;OTEX;16.587;0.32;0.5057;653.808;123.696;123.696;266.778;113.746;103.666;0.494;106.134;-721.859;51.211;72.172;0.1764;0.2239;
Standard & Poor's Ratings Services;Oracle Corp.;AA;24-01-2012;1341439;1;7370.0;BusEq;ORCL;27.603;0.2685;0.3956;764.247;337.797;337.797;416.288;320.336;239.936;0.4844;212.374;789.051;11.623;155.352;0.4756;0.4536;
Standard & Poor's Ratings Services;Oracle Corp.;A+;24-04-2012;1341439;1;7370.0;BusEq;ORCL;27.603;0.2685;0.3956;764.247;337.797;337.797;416.288;320.336;239.936;0.4844;212.374;789.051;11.623;155.352;0.4756;0.4536;
Fitch Ratings;Oracle Corporation;A+;15-06-2012;1341439;1;7370.0;BusEq;ORCL;26.009;0.2347;0.3737;784.623;369.225;369.225;447.779;349.182;268.877;0.4739;226.393;901.708;127.427;173.248;0.5106;0.4507;
Standard & Poor's Ratings Services;Oshkosh Corp.;BB;26-11-2012;775158;0;3711.0;Durbl;OSK;15.808;0.34;0.5152;123.681;47.623;47.623;63.701;3.798;28.276;16.454;132.884;5.559.859;4.978;87.698;-13.132;-11.858;
Standard & Poor's Ratings Services;Oshkosh Corp.;BB;04-12-2012;775158;0;3711.0;Durbl;OSK;15.808;0.34;0.5152;123.681;47.623;47.623;63.701;3.798;28.276;16.454;132.884;5.559.859;4.978;87.698;-13.132;-11.858;
Moody's Investors Service;Oshkosh Corporation;B+;15-06-2012;775158;0;3711.0;Durbl;OSK;14.509;0.3898;0.664;144.764;69.788;69.788;8.958;58.646;36.214;15.618;182.262;-1.026.093;60.287;111.213;-25.777;-24.204;
Fitch Ratings;Otter Tail Corporation;BBB-;15-06-2012;1466593;1;4911.0;Utils;OTTR;24.671;0.4457;0.8043;364.273;85.574;85.574;155.007;46.456;-17.022;0.4941;6.109;65.553;20.529;32.969;-0.0233;-0.2418;
Standard & Poor's Ratings Services;Otter Tail Corporation;BB+;21-06-2012;1466593;0;4911.0;Utils;OTTR;24.671;0.4457;0.8043;364.273;85.574;85.574;155.007;46.456;-17.022;0.4941;6.109;65.553;20.529;32.969;-0.0233;-0.2418;
Moody's Investors Service;Oxford Industries, Inc.;BB-;15-06-2012;75288;0;2300.0;NoDur;OXM;1.821;0.3363;0.5193;544.159;90.665;90.665;128.635;5.735;38.713;14.904;14.33;1.306.599;57.429;95.107;0.5205;-0.8105;
Moody's Investors Service;PACCAR Inc;A+;15-06-2012;75362;1;3711.0;Durbl;PCAR;22.829;0.3497;0.9847;203.451;89.625;89.625;108.075;64.151;44.458;0.7231;85.408;85.408;32.148;55.543;0.473;0.0212;
Standard & Poor's Ratings Services;PACCAR Inc.;A+;08-05-2012;75362;1;3711.0;Durbl;PCAR;22.829;0.3497;0.9847;203.451;89.625;89.625;108.075;64.151;44.458;0.7231;85.408;85.408;32.148;55.543;0.473;0.0212;
Moody's Investors Service;PDC Energy;B-;15-06-2012;77877;0;1311.0;Enrgy;PDCE;0.8872;0.4448;0.8013;680.799;211.397;211.397;636.303;101.883;39.838;0.1986;33.976;33.976;13.289;18.862;-0.6702;-66.829;
Moody's Investors Service;PDC Energy;B-;25-09-2012;77877;0;1311.0;Enrgy;PDCE;0.8872;0.4448;0.8013;680.799;211.397;211.397;636.303;101.883;39.838;0.1986;33.976;33.976;13.289;18.862;-0.6702;-66.829;
Standard & Poor's Ratings Services;PG&E Corp.;BBB-;28-11-2012;1004980;1;4931.0;Utils;PCG;0.8362;0.4878;11.241;643.421;129.848;129.848;277.949;86.788;56.432;0.3006;69.457;69.457;17.246;35.574;11.224;0.7766;
Moody's Investors Service;PG&E Corporation;BBB+;15-06-2012;1004980;1;4931.0;Utils;PCG;0.8362;0.4878;11.241;643.421;129.848;129.848;277.949;86.788;56.432;0.3006;69.457;69.457;17.246;35.574;11.224;0.7766;
Standard & Poor's Ratings Services;PLDT Inc.;BB+;05-04-2012;78150;0;4812.0;Telcm;PHI;0.6154;0.3749;0.7705;791.945;350.021;350.021;530.227;272.516;202.019;0.3958;213.592;441.132;79.791;129.647;2.148;11.693;
Moody's Investors Service;PLDT Inc.;BBB-;15-06-2012;78150;1;4812.0;Telcm;PHI;0.6154;0.3749;0.7705;791.945;350.021;350.021;530.227;272.516;202.019;0.3958;213.592;441.132;79.791;129.647;2.148;11.693;
Standard & Poor's Ratings Services;PLDT Inc.;BBB-;05-07-2012;78150;1;4812.0;Telcm;PHI;0.6154;0.3749;0.7705;791.945;350.021;350.021;530.227;272.516;202.019;0.3958;213.592;441.132;79.791;129.647;2.148;11.693;
Moody's Investors Service;PLDT Inc.;BBB;29-10-2012;78150;1;4812.0;Telcm;PHI;0.6154;0.3749;0.7705;791.945;350.021;350.021;530.227;272.516;202.019;0.3958;213.592;441.132;79.791;129.647;2.148;11.693;
Standard & Poor's Ratings Services;PLDT Inc.;BBB-;20-12-2012;78150;1;4812.0;Telcm;PHI;0.6154;0.3749;0.7705;791.945;350.021;350.021;530.227;272.516;202.019;0.3958;213.592;441.132;79.791;129.647;2.148;11.693;
Moody's Investors Service;PNM Resources, Inc.;BB+;15-06-2012;1108426;0;4911.0;Utils;PNM;12.399;0.5006;10.532;486.204;151.297;151.297;266.177;183.738;103.703;0.3268;11.527;137.398;36.686;57.173;0.1174;-0.4505;
Standard & Poor's Ratings Services;POSCO;A-;21-05-2012;889132;1;3312.0;Manuf;PKX;17.116;0.2823;0.6583;132.217;79.121;79.121;111.995;69.372;53.878;0.8792;89.569;102.808;46.527;64.284;-0.7348;-0.0889;
Moody's Investors Service;POSCO;A-;15-06-2012;889132;1;3312.0;Manuf;PKX;17.116;0.2823;0.6583;132.217;79.121;79.121;111.995;69.372;53.878;0.8792;89.569;102.808;46.527;64.284;-0.7348;-0.0889;
Standard & Poor's Ratings Services;POSCO;BBB+;22-10-2012;889132;1;3312.0;Manuf;PKX;17.116;0.2823;0.6583;132.217;79.121;79.121;111.995;69.372;53.878;0.8792;89.569;102.808;46.527;64.284;-0.7348;-0.0889;
Moody's Investors Service;POSCO;BBB+;24-10-2012;889132;1;3312.0;Manuf;PKX;17.116;0.2823;0.6583;132.217;79.121;79.121;111.995;69.372;53.878;0.8792;89.569;102.808;46.527;64.284;-0.7348;-0.0889;
Fitch Ratings;POSCO;BBB+;26-11-2012;889132;1;3312.0;Manuf;PKX;17.116;0.2823;0.6583;132.217;79.121;79.121;111.995;69.372;53.878;0.8792;89.569;102.808;46.527;64.284;-0.7348;-0.0889;
